link
https://www.edureka.co/blog/web-scraping-with-python/
https://realpython.com/beautiful-soup-web-scraper-python/
https://realpython.com/python-web-scraping-practical-introduction/
https://www.dataquest.io/blog/web-scraping-tutorial-python/
https://www.freecodecamp.org/news/web-scraping-python-tutorial-how-to-scrape-data-from-a-website/
https://towardsdatascience.com/how-to-web-scrape-with-python-in-4-minutes-bc49186a8460
https://medium.com/opex-analytics/simple-web-scraping-in-python-90d6fddfaeca
https://www.scrapingbee.com/blog/web-scraping-101-with-python/
https://www.kdnuggets.com/2018/02/web-scraping-tutorial-python.html
https://opensource.com/article/20/5/web-scraping-python
https://www.tutorialspoint.com/python_web_scraping/index.htm
https://www.datacamp.com/community/tutorials/web-scraping-using-python
https://livecodestream.dev/post/how-to-turn-the-web-into-data-with-python-and-scrapy/
https://first-web-scraper.readthedocs.io/en/latest/
https://www.youtube.com/watch?v=HXzhC-CzAJ4
https://levelup.gitconnected.com/simple-web-scraping-with-python-1692c11e3b1a
https://docs.python-guide.org/scenarios/scrape/
https://www.geeksforgeeks.org/implementing-web-scraping-python-beautiful-soup/
https://yanfei.site/docs/dpsa/references/PyWebScrapingBook.pdf
https://www.mygreatlearning.com/blog/web-scraping-tutorial/
https://www.dataschool.io/python-web-scraping-of-president-trumps-lies/
https://www.learndatasci.com/tutorials/ultimate-guide-web-scraping-w-python-requests-and-beautifulsoup/
https://itnext.io/lets-build-a-web-scraper-with-python-beautifulsoup4-2b550d10438
https://www.toptal.com/python/web-scraping-with-python
https://pbpython.com/web-scraping-mn-budget.html
https://blog.datahut.co/tutorial-how-to-scrape-amazon-data-using-python-scrapy/
https://likegeeks.com/python-web-scraping/
https://github.com/scrapy/scrapy
https://stackabuse.com/introduction-to-web-scraping-with-python/
https://oxylabs.io/blog/python-web-scraping
